Time,x_d,y_d,theta_d,v_,delta_
14.9624687,0.0196511,-4.9803487,-2.3561829,0.7404662,-0.0002501
15.0125104,-0.0065504,-5.0065504,-2.3561932,0.7404789,8.34e-05
15.0625521,-0.0327513,-5.032752,-2.3561623,0.7404408,0.0004169
15.1125938,-0.0589485,-5.0589526,-2.3560902,0.740352,0.0007507
15.1626355,-0.0851393,-5.0851516,-2.3559769,0.7402125,0.0010848
15.2126772,-0.1113207,-5.1113483,-2.3558223,0.7400222,0.0014194
15.2627189,-0.1374899,-5.137542,-2.3556265,0.7397813,0.0017547
15.3127606,-0.163644,-5.1637318,-2.3553892,0.7394897,0.0020909
15.3628023,-0.1897801,-5.1899172,-2.3551106,0.7391476,0.002428
15.412844,-0.2158954,-5.2160973,-2.3547905,0.7387549,0.0027664
15.4628857,-0.2419869,-5.2422715,-2.3544288,0.7383118,0.003106
15.5129274,-0.2680519,-5.2684391,-2.3540254,0.7378183,0.0034472
15.5629691,-0.2940874,-5.2945992,-2.3535802,0.7372745,0.00379
15.6130108,-0.3200907,-5.3207513,-2.3530932,0.7366805,0.0041347
15.6630525,-0.3460587,-5.3468946,-2.352564,0.7360363,0.0044814
15.7130942,-0.3719888,-5.3730284,-2.3519927,0.7353422,0.0048302
15.7631359,-0.397878,-5.3991519,-2.351379,0.7345982,0.0051815
15.8131776,-0.4237234,-5.4252644,-2.3507228,0.7338045,0.0055352
15.8632193,-0.4495224,-5.4513653,-2.3500239,0.7329612,0.0058916
15.9132611,-0.475272,-5.4774538,-2.3492821,0.7320683,0.006251
15.9633028,-0.5009693,-5.5035291,-2.3484972,0.7311262,0.0066134
16.0133445,-0.5266116,-5.5295907,-2.347669,0.730135,0.006979
16.0633862,-0.5521961,-5.5556377,-2.3467972,0.7290947,0.0073481
16.1134279,-0.57772,-5.5816694,-2.3458816,0.7280057,0.0077208
16.1634696,-0.6031803,-5.6076852,-2.344922,0.726868,0.0080974
16.2135113,-0.6285744,-5.6336842,-2.343918,0.725682,0.008478
16.263553,-0.6538995,-5.6596659,-2.3428694,0.7244478,0.0088628
16.3135947,-0.6791528,-5.6856295,-2.3417759,0.7231655,0.0092521
16.3636364,-0.7043314,-5.7115742,-2.3406372,0.7218356,0.009646
16.4136781,-0.7294327,-5.7374994,-2.339453,0.7204581,0.0100448
16.4637198,-0.7544538,-5.7634043,-2.3382229,0.7190333,0.0104486
16.5137615,-0.7793921,-5.7892883,-2.3369465,0.7175615,0.0108578
16.5638032,-0.8042448,-5.8151506,-2.3356236,0.716043,0.0112725
16.6138449,-0.8290091,-5.8409905,-2.3342537,0.7144779,0.0116929
16.6638866,-0.8536823,-5.8668073,-2.3328364,0.7128667,0.0121194
16.7139283,-0.8782618,-5.8926003,-2.3313714,0.7112095,0.0125521
16.76397,-0.9027449,-5.9183688,-2.3298581,0.7095067,0.0129913
16.8140117,-0.9271287,-5.9441121,-2.3282963,0.7077586,0.0134373
16.8640534,-0.9514107,-5.9698295,-2.3266853,0.7059655,0.0138902
16.9140951,-0.9755882,-5.9955202,-2.3250248,0.7041277,0.0143505
16.9641368,-0.9996586,-6.0211836,-2.3233143,0.7022456,0.0148183
17.0141785,-1.0236191,-6.0468189,-2.3215532,0.7003195,0.0152939
17.0642202,-1.0474672,-6.0724255,-2.319741,0.6983498,0.0157777
17.1142619,-1.0712003,-6.0980027,-2.3178773,0.6963369,0.0162699
17.1643036,-1.0948156,-6.1235496,-2.3159614,0.694281,0.0167709
17.2143453,-1.1183108,-6.1490658,-2.3139928,0.6921827,0.0172809
17.264387,-1.141683,-6.1745504,-2.3119709,0.6900422,0.0178002
17.3144287,-1.1649299,-6.2000027,-2.3098951,0.6878601,0.0183293
17.3644704,-1.1880488,-6.2254221,-2.3077648,0.6856366,0.0188683
17.4145121,-1.2110372,-6.2508078,-2.3055793,0.6833723,0.0194178
17.4645538,-1.2338926,-6.2761592,-2.303338,0.6810676,0.019978
17.5145955,-1.2566125,-6.3014755,-2.3010401,0.678723,0.0205493
17.5646372,-1.2791943,-6.3267561,-2.2986851,0.6763388,0.0211321
17.6146789,-1.3016356,-6.3520002,-2.2962721,0.6739155,0.0217268
17.6647206,-1.3239339,-6.3772073,-2.2938005,0.6714537,0.0223337
17.7147623,-1.3460868,-6.4023765,-2.2912694,0.6689538,0.0229534
17.764804,-1.3680919,-6.4275072,-2.2886781,0.6664164,0.0235861
17.8148457,-1.3899466,-6.4525987,-2.2860259,0.6638418,0.0242324
17.8648874,-1.4116487,-6.4776503,-2.2833118,0.6612308,0.0248927
17.9149291,-1.4331957,-6.5026613,-2.280535,0.6585837,0.0255674
17.9649708,-1.4545853,-6.5276311,-2.2776946,0.6559011,0.0262571
18.0150125,-1.4758152,-6.5525589,-2.2747898,0.6531837,0.0269622
18.0650542,-1.4968829,-6.577444,-2.2718197,0.6504319,0.0276832
18.1150959,-1.5177862,-6.6022859,-2.2687833,0.6476463,0.0284207
18.1651376,-1.5385227,-6.6270838,-2.2656796,0.6448276,0.0291751
18.2151793,-1.5590903,-6.6518369,-2.2625076,0.6419763,0.0299471
18.265221,-1.5794866,-6.6765447,-2.2592664,0.6390931,0.0307371
18.3152627,-1.5997094,-6.7012065,-2.2559549,0.6361786,0.0315458
18.3653044,-1.6197565,-6.7258216,-2.252572,0.6332334,0.0323737
18.4153461,-1.6396257,-6.7503892,-2.2491166,0.6302582,0.0332216
18.4653878,-1.6593147,-6.7749088,-2.2455877,0.6272536,0.0340899
18.5154295,-1.6788215,-6.7993797,-2.241984,0.6242204,0.0349793
18.5654712,-1.6981439,-6.8238011,-2.2383044,0.6211592,0.0358906
18.6155129,-1.7172798,-6.8481725,-2.2345477,0.6180708,0.0368244
18.6655546,-1.736227,-6.8724931,-2.2307127,0.6149559,0.0377814
18.7155963,-1.7549835,-6.8967623,-2.2267981,0.6118151,0.0387623
18.765638,-1.7735473,-6.9209794,-2.2228025,0.6086493,0.0397679
18.8156797,-1.7919162,-6.9451437,-2.2187248,0.6054593,0.0407989
18.8657214,-1.8100883,-6.9692546,-2.2145635,0.6022457,0.0418562
18.9157631,-1.8280616,-6.9933115,-2.2103172,0.5990095,0.0429404
18.9658048,-1.845834,-7.0173136,-2.2059846,0.5957514,0.0440525
19.0158465,-1.8634038,-7.0412603,-2.2015641,0.5924723,0.0451933
19.0658882,-1.8807688,-7.065151,-2.1970544,0.5891729,0.0463637
19.1159299,-1.8979272,-7.0889849,-2.1924539,0.5858543,0.0475644
19.1659716,-1.9148772,-7.1127615,-2.187761,0.5825171,0.0487965
19.2160133,-1.9316168,-7.13648,-2.1829743,0.5791625,0.0500609
19.266055,-1.9481442,-7.1601399,-2.178092,0.5757911,0.0513585
19.3160967,-1.9644577,-7.1837405,-2.1731126,0.5724041,0.0526902
19.3661384,-1.9805553,-7.2072811,-2.1680343,0.5690023,0.0540572
19.4161802,-1.9964355,-7.2307611,-2.1628556,0.5655867,0.0554602
19.4662219,-2.0120963,-7.2541798,-2.1575745,0.5621583,0.0569005
19.5162636,-2.0275361,-7.2775366,-2.1521895,0.5587181,0.058379
19.5663053,-2.0427532,-7.3008309,-2.1466986,0.5552672,0.0598968
19.616347,-2.0577459,-7.324062,-2.1411,0.5518065,0.061455
19.6663887,-2.0725125,-7.3472293,-2.1353919,0.5483372,0.0630546
19.7164304,-2.0870515,-7.3703321,-2.1295723,0.5448603,0.0646967
19.7664721,-2.1013613,-7.3933698,-2.1236394,0.5413769,0.0663825
19.8165138,-2.1154403,-7.4163418,-2.1175912,0.5378882,0.0681131
19.8665555,-2.1292868,-7.4392475,-2.1114256,0.5343953,0.0698895
19.9165972,-2.1428995,-7.4620861,-2.1051407,0.5308993,0.0717131
19.9666389,-2.1562768,-7.4848572,-2.0987344,0.5274016,0.0735847
20.0166806,-2.1694173,-7.50756,-2.0922047,0.5239032,0.0755057
20.0667223,-2.1823194,-7.5301939,-2.0855494,0.5204055,0.0774771
20.116764,-2.1949818,-7.5527584,-2.0787664,0.5169096,0.0795001
20.1668057,-2.2074032,-7.5752528,-2.0718535,0.513417,0.0815757
20.2168474,-2.219582,-7.5976764,-2.0648087,0.5099288,0.0837051
20.2668891,-2.231517,-7.6200287,-2.0576297,0.5064463,0.0858893
20.3169308,-2.243207,-7.6423091,-2.0503143,0.5029711,0.0881293
20.3669725,-2.2546505,-7.6645169,-2.0428602,0.4995043,0.0904262
20.4170142,-2.2658464,-7.6866515,-2.0352654,0.4960475,0.092781
20.4670559,-2.2767933,-7.7087123,-2.0275275,0.492602,0.0951945
20.5170976,-2.2874902,-7.7306988,-2.0196442,0.4891693,0.0976677
20.5671393,-2.2979358,-7.7526103,-2.0116134,0.4857508,0.1002012
20.617181,-2.308129,-7.7744462,-2.0034328,0.482348,0.102796
20.6672227,-2.3180687,-7.7962059,-1.9951002,0.4789624,0.1054526
20.7172644,-2.3277537,-7.8178888,-1.9866133,0.4755956,0.1081717
20.7673061,-2.3371831,-7.8394943,-1.97797,0.4722491,0.1109536
20.8173478,-2.3463557,-7.8610219,-1.969168,0.4689243,0.1137987
20.8673895,-2.3552706,-7.8824708,-1.9602051,0.465623,0.1167074
20.9174312,-2.3639267,-7.9038407,-1.9510794,0.4623467,0.1196796
20.9674729,-2.3723232,-7.9251307,-1.9417886,0.459097,0.1227153
21.0175146,-2.3804592,-7.9463405,-1.9323308,0.4558755,0.1258144
21.0675563,-2.3883336,-7.9674693,-1.9227039,0.4526839,0.1289765
21.117598,-2.3959457,-7.9885167,-1.912906,0.4495237,0.132201
21.1676397,-2.4032946,-8.009482,-1.9029353,0.4463967,0.1354871
21.2176814,-2.4103795,-8.0303646,-1.89279,0.4433045,0.1388338
21.2677231,-2.4171997,-8.0511641,-1.8824683,0.4402487,0.14224
21.3177648,-2.4237544,-8.0718797,-1.8719688,0.4372309,0.1457041
21.3678065,-2.4300428,-8.092511,-1.8612898,0.4342529,0.1492245
21.4178482,-2.4360643,-8.1130573,-1.8504301,0.4313162,0.1527991
21.4678899,-2.4418182,-8.1335182,-1.8393883,0.4284226,0.1564257
21.5179316,-2.4473038,-8.153893,-1.8281634,0.4255735,0.1601016
21.5679733,-2.4525207,-8.1741812,-1.8167544,0.4227705,0.1638238
21.618015,-2.4574681,-8.1943822,-1.8051605,0.4200154,0.1675893
21.6680567,-2.4621457,-8.2144956,-1.793381,0.4173095,0.1713942
21.7180984,-2.4665527,-8.2345206,-1.7814156,0.4146545,0.1752348
21.7681401,-2.4706889,-8.2544568,-1.769264,0.4120517,0.1791066
21.8181818,-2.4745536,-8.2743037,-1.7569262,0.4095026,0.183005
21.8682235,-2.4781465,-8.2940606,-1.7444023,0.4070087,0.1869249
21.9182652,-2.4814672,-8.3137271,-1.7316927,0.4045712,0.1908608
21.9683069,-2.4845154,-8.3333025,-1.7187983,0.4021915,0.194807
22.0183486,-2.4872906,-8.3527865,-1.7057198,0.3998708,0.1987573
22.0683903,-2.4897926,-8.3721783,-1.6924584,0.3976103,0.2027051
22.118432,-2.4920212,-8.3914776,-1.6790158,0.395411,0.2066434
22.1684737,-2.4939759,-8.4106837,-1.6653936,0.3932741,0.210565
22.2185154,-2.4956568,-8.4297962,-1.6515939,0.3912004,0.2144624
22.2685571,-2.4970635,-8.4488145,-1.6376193,0.389191,0.2183277
22.3185988,-2.4981959,-8.467738,-1.6234722,0.3872466,0.2221525
22.3686405,-2.4990539,-8.4865664,-1.609156,0.3853679,0.2259287
22.4186822,-2.4996374,-8.505299,-1.5946738,0.3835556,0.2296474
22.4687239,-2.4999464,-8.5239353,-1.5800295,0.3818104,0.2332998
22.5187656,-2.4999807,-8.5424749,-1.5652272,0.3801327,0.236877
22.5688073,-2.4997404,-8.5609172,-1.5502713,0.3785229,0.24037
22.618849,-2.4992255,-8.5792616,-1.5351665,0.3769814,0.2437694
22.6688907,-2.4984362,-8.5975078,-1.519918,0.3755084,0.2470663
22.7189324,-2.4973723,-8.6156553,-1.5045314,0.3741041,0.2502515
22.7689741,-2.4960342,-8.6337034,-1.4890123,0.3727687,0.2533161
22.8190158,-2.4944219,-8.6516517,-1.473367,0.3715022,0.2562511
22.8690575,-2.4925355,-8.6694998,-1.4576018,0.3703047,0.259048
22.9190992,-2.4903754,-8.6872471,-1.4417238,0.3691759,0.2616984
22.969141,-2.4879417,-8.7048931,-1.4257398,0.3681159,0.2641943
23.0191827,-2.4852348,-8.7224374,-1.4096573,0.3671245,0.2665281
23.0692244,-2.4822548,-8.7398794,-1.393484,0.3662014,0.2686926
23.1192661,-2.4790022,-8.7572188,-1.3772277,0.3653464,0.270681
23.1693078,-2.4754773,-8.774455,-1.3608965,0.3645592,0.2724873
23.2193495,-2.4716805,-8.7915875,-1.3444989,0.3638396,0.2741057
23.2693912,-2.4676122,-8.808616,-1.3280432,0.3631872,0.2755314
23.3194329,-2.4632728,-8.8255398,-1.3115383,0.3626017,0.2767601
23.3694746,-2.4586629,-8.8423585,-1.2949928,0.3620827,0.2777882
23.4195163,-2.4537828,-8.8590718,-1.2784157,0.36163,0.2786129
23.469558,-2.4486333,-8.8756791,-1.2618161,0.3612432,0.279232
23.5195997,-2.4432147,-8.8921799,-1.2452028,0.3609218,0.2796442
23.5696414,-2.4375278,-8.9085739,-1.2285849,0.3606657,0.2798489
23.6196831,-2.4315732,-8.9248605,-1.2119715,0.3604744,0.2798463
23.6697248,-2.4253514,-8.9410394,-1.1953716,0.3603475,0.2796375
23.7197665,-2.4188633,-8.95711,-1.178794,0.3602849,0.2792241
23.7698082,-2.4121094,-8.973072,-1.1622475,0.3602861,0.2786086
23.8198499,-2.4050906,-8.9889248,-1.1457409,0.3603508,0.2777942
23.8698916,-2.3978076,-9.0046681,-1.1292826,0.3604787,0.2767848
23.9199333,-2.3902613,-9.0203014,-1.112881,0.3606694,0.2755849
23.969975,-2.3824523,-9.0358244,-1.0965441,0.3609226,0.2741998
24.0200167,-2.3743817,-9.0512365,-1.0802799,0.361238,0.2726353
24.0700584,-2.3660502,-9.0665373,-1.064096,0.361615,0.2708975
24.1201001,-2.3574589,-9.0817265,-1.0479998,0.3620534,0.2689933
24.1701418,-2.3486086,-9.0968036,-1.0319983,0.3625528,0.2669299
24.2201835,-2.3395003,-9.1117682,-1.0160984,0.3631125,0.2647149
24.2702252,-2.3301351,-9.1266199,-1.0003065,0.3637322,0.2623562
24.3202669,-2.3205139,-9.1413582,-0.9846287,0.3644113,0.2598621
24.3703086,-2.3106377,-9.1559828,-0.9690708,0.3651492,0.2572409
24.4203503,-2.3005078,-9.1704933,-0.9536384,0.3659453,0.2545014
24.470392,-2.2901252,-9.1848893,-0.9383364,0.3667989,0.251652
24.5204337,-2.279491,-9.1991704,-0.9231697,0.3677092,0.2487017
24.5704754,-2.2686065,-9.2133361,-0.9081426,0.3686755,0.2456592
24.6205171,-2.2574727,-9.2273861,-0.8932593,0.3696968,0.2425333
24.6705588,-2.246091,-9.2413201,-0.8785233,0.3707724,0.2393325
24.7206005,-2.2344626,-9.2551375,-0.8639382,0.3719012,0.2360654
24.7706422,-2.2225887,-9.2688381,-0.8495068,0.3730821,0.2327404
24.8206839,-2.2104706,-9.2824215,-0.8352319,0.3743141,0.2293657
24.8707256,-2.1981098,-9.2958873,-0.8211159,0.3755961,0.2259491
24.9207673,-2.1855075,-9.3092351,-0.8071607,0.3769268,0.2224985
24.970809,-2.1726652,-9.3224646,-0.7933681,0.378305,0.2190213
25.0208507,-2.1595842,-9.3355754,-0.7797396,0.3797294,0.2155244
25.0708924,-2.146266,-9.3485671,-0.7662763,0.3811985,0.2120149
25.1209341,-2.132712,-9.3614394,-0.752979,0.3827111,0.2084991
25.1709758,-2.1189237,-9.3741919,-0.7398484,0.3842657,0.2049833
25.2210175,-2.1049027,-9.3868244,-0.7268848,0.3858607,0.2014731
25.2710592,-2.0906505,-9.3993363,-0.7140884,0.3874948,0.1979742
25.3211009,-2.0761687,-9.4117274,-0.701459,0.3891662,0.1944915
25.3711426,-2.0614588,-9.4239974,-0.6889963,0.3908735,0.1910299
25.4211843,-2.0465224,-9.4361459,-0.6766997,0.3926151,0.1875939
25.471226,-2.0313613,-9.4481726,-0.6645686,0.3943893,0.1841874
25.5212677,-2.015977,-9.4600771,-0.6526021,0.3961946,0.1808143
25.5713094,-2.0003713,-9.4718591,-0.6407991,0.3980292,0.1774779
25.6213511,-1.9845458,-9.4835184,-0.6291585,0.3998915,0.1741815
25.6713928,-1.9685024,-9.4950545,-0.6176787,0.4017799,0.1709278
25.7214345,-1.9522427,-9.5064672,-0.6063585,0.4036926,0.1677194
25.7714762,-1.9357686,-9.5177561,-0.5951961,0.4056281,0.1645586
25.8215179,-1.9190819,-9.5289209,-0.5841898,0.4075847,0.1614472
25.8715596,-1.9021843,-9.5399614,-0.5733379,0.4095608,0.1583871
25.9216013,-1.8850778,-9.5508772,-0.5626385,0.4115546,0.1553798
25.971643,-1.8677643,-9.5616681,-0.5520895,0.4135646,0.1524265
26.0216847,-1.8502456,-9.5723336,-0.5416888,0.4155891,0.1495284
26.0717264,-1.8325236,-9.5828736,-0.5314345,0.4176266,0.1466863
26.1217681,-1.8146003,-9.5932878,-0.5213243,0.4196755,0.1439008
26.1718098,-1.7964778,-9.6035758,-0.5113559,0.4217341,0.1411726
26.2218515,-1.7781579,-9.6137374,-0.5015271,0.423801,0.138502
26.2718932,-1.7596426,-9.6237723,-0.4918356,0.4258747,0.1358891
26.3219349,-1.7409341,-9.6336803,-0.482279,0.4279535,0.1333341
26.3719766,-1.7220344,-9.6434609,-0.472855,0.4300362,0.130837
26.4220183,-1.7029455,-9.6531141,-0.4635612,0.4321211,0.1283975
26.4720601,-1.6836695,-9.6626395,-0.4543952,0.434207,0.1260155
26.5221018,-1.6642086,-9.6720368,-0.4453545,0.4362923,0.1236906
26.5721435,-1.6445649,-9.6813059,-0.4364368,0.4383757,0.1214223
26.6221852,-1.6247406,-9.6904464,-0.4276396,0.4404558,0.1192102
26.6722269,-1.6047377,-9.699458,-0.4189606,0.4425315,0.1170537
26.7222686,-1.5845587,-9.7083407,-0.4103972,0.4446012,0.1149521
26.7723103,-1.5642055,-9.717094,-0.4019471,0.4466638,0.1129048
26.822352,-1.5436805,-9.7257178,-0.393608,0.4487181,0.1109111
26.8723937,-1.522986,-9.7342118,-0.3853773,0.4507628,0.1089701
26.9224354,-1.5021242,-9.7425758,-0.3772527,0.4527967,0.1070812
26.9724771,-1.4810974,-9.7508096,-0.3692319,0.4548187,0.1052435
27.0225188,-1.4599079,-9.7589129,-0.3613125,0.4568277,0.1034561
27.0725605,-1.438558,-9.7668855,-0.3534922,0.4588225,0.1017182
27.1226022,-1.4170501,-9.7747273,-0.3457687,0.460802,0.1000289
27.1726439,-1.3953866,-9.7824379,-0.3381398,0.4627653,0.0983873
27.2226856,-1.3735697,-9.7900171,-0.3306031,0.4647113,0.0967926
27.2727273,-1.351602,-9.7974649,-0.3231564,0.466639,0.0952438
27.322769,-1.3294859,-9.8047809,-0.3157976,0.4685475,0.09374
27.3728107,-1.3072237,-9.8119649,-0.3085244,0.4704357,0.0922804
27.4228524,-1.2848179,-9.8190168,-0.3013347,0.4723027,0.090864
27.4728941,-1.262271,-9.8259364,-0.2942263,0.4741477,0.08949
27.5229358,-1.2395854,-9.8327234,-0.2871972,0.4759698,0.0881575
27.5729775,-1.2167637,-9.8393777,-0.2802453,0.4777682,0.0868657
27.6230192,-1.1938083,-9.8458991,-0.2733686,0.4795419,0.0856136
27.6730609,-1.1707217,-9.8522875,-0.2665649,0.4812902,0.0844005
27.7231026,-1.1475066,-9.8585426,-0.2598323,0.4830124,0.0832255
27.7731443,-1.1241655,-9.8646643,-0.2531689,0.4847076,0.0820878
27.823186,-1.1007008,-9.8706524,-0.2465726,0.4863751,0.0809866
27.8732277,-1.0771152,-9.8765067,-0.2400417,0.4880142,0.0799212
27.9232694,-1.0534114,-9.8822271,-0.2335741,0.4896243,0.0788907
27.9733111,-1.0295918,-9.8878135,-0.2271681,0.4912046,0.0778945
28.0233528,-1.0056591,-9.8932656,-0.2208217,0.4927544,0.0769318
28.0733945,-0.981616,-9.8985834,-0.2145333,0.4942732,0.0760018
28.1234362,-0.957465,-9.9037666,-0.2083009,0.4957604,0.075104
28.1734779,-0.9332089,-9.9088152,-0.2021228,0.4972153,0.0742377
28.2235196,-0.9088502,-9.9137289,-0.1959973,0.4986373,0.0734021
28.2735613,-0.8843917,-9.9185078,-0.1899227,0.500026,0.0725967
28.323603,-0.8598361,-9.9231515,-0.1838972,0.5013807,0.0718209
28.3736447,-0.835186,-9.9276601,-0.1779192,0.502701,0.0710741
28.4236864,-0.8104442,-9.9320333,-0.1719871,0.5039864,0.0703556
28.4737281,-0.7856134,-9.9362711,-0.1660992,0.5052363,0.069665
28.5237698,-0.7606963,-9.9403734,-0.1602538,0.5064503,0.0690017
28.5738115,-0.7356956,-9.9443399,-0.1544495,0.507628,0.0683653
28.6238532,-0.7106141,-9.9481707,-0.1486846,0.508769,0.0677551
28.6738949,-0.6854545,-9.9518657,-0.1429577,0.5098727,0.0671708
28.7239366,-0.6602197,-9.9554246,-0.137267,0.5109388,0.0666119
28.7739783,-0.6349123,-9.9588474,-0.1316112,0.511967,0.0660779
28.82402,-0.6095352,-9.9621341,-0.1259888,0.5129569,0.0655685
28.8740617,-0.5840911,-9.9652845,-0.1203982,0.5139081,0.0650832
28.9241034,-0.5585829,-9.9682986,-0.1148379,0.5148202,0.0646216
28.9741451,-0.5330133,-9.9711762,-0.1093066,0.5156931,0.0641835
29.0241868,-0.5073852,-9.9739173,-0.1038028,0.5165263,0.0637684
29.0742285,-0.4817013,-9.9765218,-0.0983251,0.5173196,0.0633761
29.1242702,-0.4559645,-9.9789897,-0.092872,0.5180727,0.0630061
29.1743119,-0.4301777,-9.9813208,-0.0874422,0.5187853,0.0626583
29.2243536,-0.4043435,-9.9835151,-0.0820342,0.5194573,0.0623324
29.2743953,-0.378465,-9.9855726,-0.0766467,0.5200883,0.062028
29.324437,-0.3525449,-9.9874932,-0.0712783,0.5206783,0.061745
29.3744787,-0.3265861,-9.9892768,-0.0659277,0.5212269,0.0614832
29.4245204,-0.3005914,-9.9909233,-0.0605935,0.521734,0.0612423
29.4745621,-0.2745637,-9.9924329,-0.0552743,0.5221995,0.0610221
29.5246038,-0.2485058,-9.9938053,-0.0499689,0.5226231,0.0608225
29.5746455,-0.2224206,-9.9950406,-0.0446758,0.5230047,0.0606433
29.6246872,-0.196311,-9.9961387,-0.0393939,0.5233443,0.0604843
29.6747289,-0.1701798,-9.9970997,-0.0341216,0.5236416,0.0603455
29.7247706,-0.14403,-9.9979234,-0.0288579,0.5238967,0.0602267
